year,prov,id,island,tsunami_aceh,aceh_northsumatra,tsunami_sumatra,log_cap_gr,tsunami_sumatra_alt,tsunami_sumatra_alternative,region,district_type,longitude,latitude,noncoastal,log_gr,tsunami_yrs,region2,tsunami_aceh1,tsunami_aceh2,tsunami_aceh3,tsunami_sumatra1,tsunami_sumatra2,tsunami_sumatra3,aceh_treat1,aceh_treat2,aceh_treat3,sumatra_treat1,sumatra_treat2,sumatra_treat3,non_tsunami_yrs,aceh_lead1,aceh_lead2,aceh_lead3,sumatra_lead1,sumatra_lead2,sumatra_lead3,sumatra_treat1_05,sumatra_treat1_06,sumatra_treat1_07,sumatra_treat1_08,sumatra_treat1_09,sumatra_treat1_10,sumatra_treat1_11,sumatra_treat1_12,aceh_treat1_05,aceh_treat1_06,aceh_treat1_07,aceh_treat1_08,aceh_treat1_09,aceh_treat1_10,aceh_treat1_11,aceh_treat1_12,sumatra_treat2_05,sumatra_treat2_06,sumatra_treat2_07,sumatra_treat2_08,sumatra_treat2_09,sumatra_treat2_10,sumatra_treat2_11,sumatra_treat2_12,aceh_treat2_05,aceh_treat2_06,aceh_treat2_07,aceh_treat2_08,aceh_treat2_09,aceh_treat2_10,aceh_treat2_11,aceh_treat2_12,sumatra_treat3_05,sumatra_treat3_06,sumatra_treat3_07,sumatra_treat3_08,sumatra_treat3_09,sumatra_treat3_10,sumatra_treat3_11,sumatra_treat3_12,aceh_treat3_05,aceh_treat3_06,aceh_treat3_07,aceh_treat3_08,aceh_treat3_09,aceh_treat3_10,aceh_treat3_11,aceh_treat3_12,sumatra_lead1_00,sumatra_lead1_01,sumatra_lead1_02,sumatra_lead1_03,sumatra_lead1_04,aceh_lead1_00,aceh_lead1_01,aceh_lead1_02,aceh_lead1_03,aceh_lead1_04,sumatra_lead2_00,sumatra_lead2_01,sumatra_lead2_02,sumatra_lead2_03,sumatra_lead2_04,aceh_lead2_00,aceh_lead2_01,aceh_lead2_02,aceh_lead2_03,aceh_lead2_04,sumatra_lead3_00,sumatra_lead3_01,sumatra_lead3_02,sumatra_lead3_03,sumatra_lead3_04,aceh_lead3_00,aceh_lead3_01,aceh_lead3_02,aceh_lead3_03,aceh_lead3_04,region_year,yy2,yy3,yy4,yy5,yy6,yy7,yy8,yy9,yy10,yy11,yy12,yy13,acehonecc1,acehonecc2,acehonecc3,acehonecc4,acehonecc5,acehonecc6,acehonecc7,acehonecc8,acehonecc9,acehonecc10,acehonecc11,acehonecc12,acehonecc13,acehonecc14,acehonecc15,acehonecc16,acehonecc17,acehonecc18,acehonecc19,acehonecc20,acehonecc21,acehonecc22,acehonecc23,acehtwocc1,acehtwocc2,acehtwocc3,acehtwocc4,acehtwocc5,acehtwocc6,acehtwocc7,acehtwocc8,acehtwocc9,acehtwocc10,acehtwocc11,acehtwocc12,acehtwocc13,acehtwocc14,acehtwocc15,acehtwocc16,acehtwocc17,acehtwocc18,acehtwocc19,acehtwocc20,acehtwocc21,acehtwocc22,acehtwocc23,acehtwocc24,acehtwocc25,acehtwocc26,acehtwocc27,acehtwocc28,acehtwocc29,acehtwocc30,acehtwocc31,acehtwocc32,acehtwocc33,acehtwocc34,acehtwocc35,acehtwocc36,acehtwocc37,acehtwocc38,acehtwocc39,acehtwocc40,acehtwocc41,acehtwocc42,acehtwocc43,acehtwocc44,acehtwocc45,acehtwocc46,acehtwocc47,acehtwocc48,acehtwocc49,acehtwocc50,acehtwocc51,acehtwocc52,acehtwocc53,acehtwocc54,acehtwocc55,acehtwocc56,acehtwocc57,acehtwocc58,acehtwocc59,acehtwocc60,acehtwocc61,acehtwocc62,acehtwocc63,acehtwocc64,acehtwocc65,acehtwocc66,acehtwocc67,acehtwocc68,acehtwocc69,acehtwocc70,acehtwocc71,acehtwocc72,acehtwocc73,acehtwocc74,acehtwocc75,acehtwocc76,acehtwocc77,acehtwocc78,acehtwocc79,acehtwocc80,acehtwocc81,acehtwocc82,acehtwocc83,acehtwocc84,acehtwocc85,acehtwocc86,acehthreecc1,acehthreecc2,acehthreecc3,acehthreecc4,acehthreecc5,acehthreecc6,acehthreecc7,acehthreecc8,acehthreecc9,acehthreecc10,acehthreecc11,acehthreecc12,acehthreecc13,acehthreecc14,acehthreecc15,acehthreecc16,acehthreecc17,acehthreecc18,acehthreecc19,acehthreecc20,acehthreecc21,acehthreecc22,acehthreecc23,acehthreecc24,acehthreecc25,acehthreecc26,acehthreecc27,acehthreecc28,acehthreecc29,acehthreecc30,acehthreecc31,acehthreecc32,acehthreecc33,acehthreecc34,acehthreecc35,acehthreecc36,acehthreecc37,acehthreecc38,acehthreecc39,acehthreecc40,acehthreecc41,acehthreecc42,acehthreecc43,acehthreecc44,acehthreecc45,acehthreecc46,acehthreecc47,acehthreecc48,acehthreecc49,acehthreecc50,acehthreecc51,acehthreecc52,acehthreecc53,acehthreecc54,acehthreecc55,acehthreecc56,acehthreecc57,acehthreecc58,acehthreecc59,acehthreecc60,acehthreecc61,acehthreecc62,acehthreecc63,acehthreecc64,acehthreecc65,acehthreecc66,acehthreecc67,acehthreecc68,acehthreecc69,acehthreecc70,acehthreecc71,acehthreecc72,acehthreecc73,acehthreecc74,acehthreecc75,acehthreecc76,acehthreecc77,acehthreecc78,acehthreecc79,acehthreecc80,acehthreecc81,acehthreecc82,acehthreecc83,acehthreecc84,acehthreecc85,acehthreecc86,acehthreecc87,acehthreecc88,acehthreecc89,acehthreecc90,acehthreecc91,acehthreecc92,acehthreecc93,acehthreecc94,acehthreecc95,acehthreecc96,acehthreecc97,acehthreecc98,acehthreecc99,sumatraonecc1,sumatraonecc2,sumatraonecc3,sumatraonecc4,sumatraonecc5,sumatraonecc6,sumatraonecc7,sumatraonecc8,sumatraonecc9,sumatraonecc10,sumatraonecc11,sumatraonecc12,sumatraonecc13,sumatraonecc14,sumatraonecc15,sumatraonecc16,sumatraonecc17,sumatraonecc18,sumatraonecc19,sumatraonecc20,sumatraonecc21,sumatraonecc22,sumatraonecc23,sumatraonecc24,sumatraonecc25,sumatraonecc26,sumatraonecc27,sumatraonecc28,sumatraonecc29,sumatraonecc30,sumatraonecc31,sumatraonecc32,sumatraonecc33,sumatraonecc34,sumatraonecc35,sumatraonecc36,sumatraonecc37,sumatraonecc38,sumatraonecc39,sumatraonecc40,sumatraonecc41,sumatraonecc42,sumatraonecc43,sumatraonecc44,sumatraonecc45,sumatraonecc46,sumatraonecc47,sumatraonecc48,sumatraonecc49,sumatratwocc1,sumatratwocc2,sumatratwocc3,sumatratwocc4,sumatratwocc5,sumatratwocc6,sumatratwocc7,sumatratwocc8,sumatratwocc9,sumatratwocc10,sumatratwocc11,sumatratwocc12,sumatratwocc13,sumatratwocc14,sumatratwocc15,sumatratwocc16,sumatratwocc17,sumatratwocc18,sumatratwocc19,sumatratwocc20,sumatratwocc21,sumatratwocc22,sumatratwocc23,sumatratwocc24,sumatratwocc25,sumatratwocc26,sumatratwocc27,sumatratwocc28,sumatratwocc29,sumatratwocc30,sumatratwocc31,sumatratwocc32,sumatratwocc33,sumatratwocc34,sumatratwocc35,sumatratwocc36,sumatratwocc37,sumatratwocc38,sumatratwocc39,sumatratwocc40,sumatratwocc41,sumatratwocc42,sumatratwocc43,sumatratwocc44,sumatratwocc45,sumatratwocc46,sumatratwocc47,sumatratwocc48,sumatratwocc49,sumatratwocc50,sumatratwocc51,sumatratwocc52,sumatratwocc53,sumatratwocc54,sumatratwocc55,sumatratwocc56,sumatratwocc57,sumatratwocc58,sumatratwocc59,sumatratwocc60,sumatratwocc61,sumatratwocc62,sumatratwocc63,sumatratwocc64,sumatratwocc65,sumatratwocc66,sumatratwocc67,sumatratwocc68,sumatratwocc69,sumatratwocc70,sumatratwocc71,sumatratwocc72,sumatratwocc73,sumatratwocc74,sumatratwocc75,sumatratwocc76,sumatratwocc77,sumatratwocc78,sumatratwocc79,sumatratwocc80,sumatratwocc81,sumatratwocc82,sumatratwocc83,sumatratwocc84,sumatratwocc85,sumatratwocc86,sumatratwocc87,sumatratwocc88,sumatrathreecc1,sumatrathreecc2,sumatrathreecc3,sumatrathreecc4,sumatrathreecc5,sumatrathreecc6,sumatrathreecc7,sumatrathreecc8,sumatrathreecc9,sumatrathreecc10,sumatrathreecc11,sumatrathreecc12,sumatrathreecc13,sumatrathreecc14,sumatrathreecc15,sumatrathreecc16,sumatrathreecc17,sumatrathreecc18,sumatrathreecc19,sumatrathreecc20,sumatrathreecc21,sumatrathreecc22,sumatrathreecc23,sumatrathreecc24,sumatrathreecc25,sumatrathreecc26,sumatrathreecc27,sumatrathreecc28,sumatrathreecc29,sumatrathreecc30,sumatrathreecc31,sumatrathreecc32,sumatrathreecc33,sumatrathreecc34,sumatrathreecc35,sumatrathreecc36,sumatrathreecc37,sumatrathreecc38,sumatrathreecc39,sumatrathreecc40,sumatrathreecc41,sumatrathreecc42,sumatrathreecc43,sumatrathreecc44,sumatrathreecc45,sumatrathreecc46,sumatrathreecc47,sumatrathreecc48,sumatrathreecc49,sumatrathreecc50,sumatrathreecc51,sumatrathreecc52,sumatrathreecc53,sumatrathreecc54,sumatrathreecc55,sumatrathreecc56,sumatrathreecc57,sumatrathreecc58,sumatrathreecc59,sumatrathreecc60,sumatrathreecc61,sumatrathreecc62,sumatrathreecc63,sumatrathreecc64,sumatrathreecc65,sumatrathreecc66,sumatrathreecc67,sumatrathreecc68,sumatrathreecc69,sumatrathreecc70,sumatrathreecc71,sumatrathreecc72,sumatrathreecc73,sumatrathreecc74,sumatrathreecc75,sumatrathreecc76,sumatrathreecc77,sumatrathreecc78,sumatrathreecc79,sumatrathreecc80,sumatrathreecc81,sumatrathreecc82,sumatrathreecc83,sumatrathreecc84,sumatrathreecc85,sumatrathreecc86,sumatrathreecc87,sumatrathreecc88,sumatrathreecc89,sumatrathreecc90,sumatrathreecc91,sumatrathreecc92,sumatrathreecc93,sumatrathreecc94,sumatrathreecc95,sumatrathreecc96,sumatrathreecc97,sumatrathreecc98,sumatrathreecc99,sumatrathreecc100,sumatrathreecc101,sumatrathreecc102,sumatrathreecc103,sumatrathreecc104,sumatrathreecc105,sumatrathreecc106,sumatrathreecc107,sumatrathreecc108,sumatrathreecc109,sumatrathreecc110,sumatrathreecc111,sumatrathreecc112,sumatrathreecc113,sumatrathreecc114,sumatrathreecc115,sumatrathreecc116,sumatrathreecc117,sumatrathreecc118,sumatrathreecc119,sumatrathreecc120,sumatrathreecc121,sumatrathreecc122,sumatrathreecc123,sumatrathreecc124,sumatrathreecc125
2006,Nanggroe Aceh Darussalam,2,Sumatra,Tsunami stricken,1,Tsunami stricken,.087463148,0,.11111111,Aceh Barat,Kab,96.177872,4.4511399,0,.094761044,1,1,Tsunami stricken,Tsunami stricken,Tsunami stricken,Tsunami stricken,Tsunami stricken,Tsunami stricken,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2006,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,Nanggroe Aceh Darussalam,2,Sumatra,Tsunami stricken,1,Tsunami stricken,.024693683,0,.11111111,Aceh Barat,Kab,96.177872,4.4511399,0,.048818607,1,1,Tsunami stricken,Tsunami stricken,Tsunami stricken,Tsunami stricken,Tsunami stricken,Tsunami stricken,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,Nanggroe Aceh Darussalam,2,Sumatra,Tsunami stricken,1,Tsunami stricken,.016112633,0,.11111111,Aceh Barat,Kab,96.177872,4.4511399,0,.048825037,1,1,Tsunami stricken,Tsunami stricken,Tsunami stricken,Tsunami stricken,Tsunami stricken,Tsunami stricken,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002,Nanggroe Aceh Darussalam,2,Sumatra,Tsunami stricken,1,Tsunami stricken,.0022951579,0,,Aceh Barat,Kab,96.177872,4.4511399,0,.017817169,0,1,Tsunami stricken,Tsunami stricken,Tsunami stricken,Tsunami stricken,Tsunami stricken,Tsunami stricken,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,2002,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003,Nanggroe Aceh Darussalam,2,Sumatra,Tsunami stricken,1,Tsunami stricken,.98727244,0,,Aceh Barat,Kab,96.177872,4.4511399,0,.035635278,0,1,Tsunami stricken,Tsunami stricken,Tsunami stricken,Tsunami stricken,Tsunami stricken,Tsunami stricken,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,2003,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001,Nanggroe Aceh Darussalam,2,Sumatra,Tsunami stricken,1,Tsunami stricken,.15121184,0,,Aceh Barat,Kab,96.177872,4.4511399,0,.021763885,0,1,Tsunami stricken,Tsunami stricken,Tsunami stricken,Tsunami stricken,Tsunami stricken,Tsunami stricken,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,2001,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
