gas,year,lights_mean,lights_sum,pop_sum,pop_flooded_sum,flood_intensity_3,id
,1992,0,0,2166.3755,0,0,ALAFAN
,1993,0,0,2166.3755,0,0,ALAFAN
,1994,0,0,2166.3755,0,0,ALAFAN
,1995,0,0,2166.3755,0,0,ALAFAN
,1996,0,0,2166.3755,0,0,ALAFAN
,1997,0,0,2166.3755,0,0,ALAFAN
,1998,0,0,2166.3755,0,0,ALAFAN
,1999,0,0,2166.3755,0,0,ALAFAN
,2000,0,0,2166.3755,0,0,ALAFAN
,2001,0,0,2166.3755,0,0,ALAFAN
,2002,0,0,2166.3755,0,0,ALAFAN
,2003,0,0,2166.3755,0,0,ALAFAN
,2004,0,0,2166.3755,0,0,ALAFAN
,2005,0,0,2166.3755,0,0,ALAFAN
,2006,0,0,2166.3755,0,0,ALAFAN
,2007,0,0,2166.3755,0,0,ALAFAN
,2008,0,0,2166.3755,0,0,ALAFAN
,2009,0,0,2166.3755,0,0,ALAFAN
,2010,0,0,2166.3755,0,0,ALAFAN
,2011,0,0,2166.3755,0,0,ALAFAN
,2012,0,0,2166.3755,0,0,ALAFAN
,1992,0,0,20903.947,9042.6064,.38886106,ARONGAN LAMBALEK
,1993,0,0,20903.947,9042.6064,.38886106,ARONGAN LAMBALEK
,1994,0,0,20903.947,9042.6064,.38886106,ARONGAN LAMBALEK
,1995,0,0,20903.947,9042.6064,.38886106,ARONGAN LAMBALEK
,1996,0,0,20903.947,9042.6064,.38886106,ARONGAN LAMBALEK
,1997,0,0,20903.947,9042.6064,.38886106,ARONGAN LAMBALEK
,1998,0,0,20903.947,9042.6064,.38886106,ARONGAN LAMBALEK
,1999,0,0,20903.947,9042.6064,.38886106,ARONGAN LAMBALEK
,2000,0,0,20903.947,9042.6064,.38886106,ARONGAN LAMBALEK
,2001,0,0,20903.947,9042.6064,.38886106,ARONGAN LAMBALEK
,2002,0,0,20903.947,9042.6064,.38886106,ARONGAN LAMBALEK
,2003,0,0,20903.947,9042.6064,.38886106,ARONGAN LAMBALEK
,2004,.116279,15,20903.947,9042.6064,.38886106,ARONGAN LAMBALEK
,2005,0,0,20903.947,9042.6064,.38886106,ARONGAN LAMBALEK
,2006,.162791,21,20903.947,9042.6064,.38886106,ARONGAN LAMBALEK
,2007,0,0,20903.947,9042.6064,.38886106,ARONGAN LAMBALEK
,2008,0,0,20903.947,9042.6064,.38886106,ARONGAN LAMBALEK
,2009,0,0,20903.947,9042.6064,.38886106,ARONGAN LAMBALEK
,2010,0,0,20903.947,9042.6064,.38886106,ARONGAN LAMBALEK
,2011,.34883699,45,20903.947,9042.6064,.38886106,ARONGAN LAMBALEK
,2012,.80620199,104,20903.947,9042.6064,.38886106,ARONGAN LAMBALEK
,1992,0,0,2132.9482,0,0,ATU LINTANG
,1993,0,0,2132.9482,0,0,ATU LINTANG
,1994,0,0,2132.9482,0,0,ATU LINTANG
,1995,0,0,2132.9482,0,0,ATU LINTANG
,1996,0,0,2132.9482,0,0,ATU LINTANG
,1997,0,0,2132.9482,0,0,ATU LINTANG
,1998,0,0,2132.9482,0,0,ATU LINTANG
,1999,0,0,2132.9482,0,0,ATU LINTANG
,2000,0,0,2132.9482,0,0,ATU LINTANG
,2001,.63953501,55,2132.9482,0,0,ATU LINTANG
,2002,1.27907,110,2132.9482,0,0,ATU LINTANG
,2003,0,0,2132.9482,0,0,ATU LINTANG
,2004,0,0,2132.9482,0,0,ATU LINTANG
,2005,.418605,36,2132.9482,0,0,ATU LINTANG
,2006,0,0,2132.9482,0,0,ATU LINTANG
,2007,0,0,2132.9482,0,0,ATU LINTANG
,2008,0,0,2132.9482,0,0,ATU LINTANG
,2009,0,0,2132.9482,0,0,ATU LINTANG
,2010,0,0,2132.9482,0,0,ATU LINTANG
,2011,0,0,2132.9482,0,0,ATU LINTANG
,2012,0,0,2132.9482,0,0,ATU LINTANG
,1992,0,0,26191.9,0,0,BABAH ROT
,1993,0,0,26191.9,0,0,BABAH ROT
,1994,0,0,26191.9,0,0,BABAH ROT
,1995,0,0,26191.9,0,0,BABAH ROT
,1996,0,0,26191.9,0,0,BABAH ROT
,1997,0,0,26191.9,0,0,BABAH ROT
,1998,0,0,26191.9,0,0,BABAH ROT
,1999,0,0,26191.9,0,0,BABAH ROT
,2000,0,0,26191.9,0,0,BABAH ROT
,2001,0,0,26191.9,0,0,BABAH ROT
,2002,0,0,26191.9,0,0,BABAH ROT
,2003,.077064,42,26191.9,0,0,BABAH ROT
,2004,.011009,6,26191.9,0,0,BABAH ROT
,2005,.011009,6,26191.9,0,0,BABAH ROT
,2006,0,0,26191.9,0,0,BABAH ROT
,2007,0,0,26191.9,0,0,BABAH ROT
,2008,0,0,26191.9,0,0,BABAH ROT
,2009,0,0,26191.9,0,0,BABAH ROT
,2010,.100917,55,26191.9,0,0,BABAH ROT
,2011,.036697,20,26191.9,0,0,BABAH ROT
,2012,.137615,75,26191.9,0,0,BABAH ROT
,1992,0,0,16538.736,0,0,BABUL MAKMUR
,1993,0,0,16538.736,0,0,BABUL MAKMUR
,1994,0,0,16538.736,0,0,BABUL MAKMUR
,1995,0,0,16538.736,0,0,BABUL MAKMUR
,1996,0,0,16538.736,0,0,BABUL MAKMUR
,1997,0,0,16538.736,0,0,BABUL MAKMUR
,1998,0,0,16538.736,0,0,BABUL MAKMUR
,1999,0,0,16538.736,0,0,BABUL MAKMUR
,2000,0,0,16538.736,0,0,BABUL MAKMUR
,2001,0,0,16538.736,0,0,BABUL MAKMUR
,2002,0,0,16538.736,0,0,BABUL MAKMUR
,2003,.36250001,29,16538.736,0,0,BABUL MAKMUR
,2004,.037500001,3,16538.736,0,0,BABUL MAKMUR
,2005,0,0,16538.736,0,0,BABUL MAKMUR
,2006,0,0,16538.736,0,0,BABUL MAKMUR
,2007,0,0,16538.736,0,0,BABUL MAKMUR
,2008,0,0,16538.736,0,0,BABUL MAKMUR
,2009,0,0,16538.736,0,0,BABUL MAKMUR
,2010,1,80,16538.736,0,0,BABUL MAKMUR
,2011,.125,10,16538.736,0,0,BABUL MAKMUR
,2012,1.5625,125,16538.736,0,0,BABUL MAKMUR
,1992,0,0,15354.839,0,0,BABUL RAHMAN
,1993,0,0,15354.839,0,0,BABUL RAHMAN
,1994,0,0,15354.839,0,0,BABUL RAHMAN
,1995,0,0,15354.839,0,0,BABUL RAHMAN
,1996,0,0,15354.839,0,0,BABUL RAHMAN
,1997,0,0,15354.839,0,0,BABUL RAHMAN
,1998,0,0,15354.839,0,0,BABUL RAHMAN
,1999,0,0,15354.839,0,0,BABUL RAHMAN
,2000,0,0,15354.839,0,0,BABUL RAHMAN
,2001,0,0,15354.839,0,0,BABUL RAHMAN
,2002,.0055490001,5,15354.839,0,0,BABUL RAHMAN
,2003,0,0,15354.839,0,0,BABUL RAHMAN
,2004,0,0,15354.839,0,0,BABUL RAHMAN
,2005,0,0,15354.839,0,0,BABUL RAHMAN
,2006,0,0,15354.839,0,0,BABUL RAHMAN
,2007,0,0,15354.839,0,0,BABUL RAHMAN
,2008,0,0,15354.839,0,0,BABUL RAHMAN
,2009,0,0,15354.839,0,0,BABUL RAHMAN
,2010,.087679997,79,15354.839,0,0,BABUL RAHMAN
,2011,0,0,15354.839,0,0,BABUL RAHMAN
,2012,0,0,15354.839,0,0,BABUL RAHMAN
,1992,1.083333,13,1007.6516,0,0,BABUSSALAM
,1993,6.833333,82,1007.6516,0,0,BABUSSALAM
,1994,5.916667,71,1007.6516,0,0,BABUSSALAM
,1995,6.75,81,1007.6516,0,0,BABUSSALAM
,1996,6.25,75,1007.6516,0,0,BABUSSALAM
,1997,5.916667,71,1007.6516,0,0,BABUSSALAM
,1998,7.416667,89,1007.6516,0,0,BABUSSALAM
,1999,8.416667,101,1007.6516,0,0,BABUSSALAM
,2000,7.416667,89,1007.6516,0,0,BABUSSALAM
,2001,8.083333,97,1007.6516,0,0,BABUSSALAM
,2002,10.583333,127,1007.6516,0,0,BABUSSALAM
,2003,9.166667,110,1007.6516,0,0,BABUSSALAM
,2004,8.583333,103,1007.6516,0,0,BABUSSALAM
,2005,9.416667,113,1007.6516,0,0,BABUSSALAM
,2006,8.583333,103,1007.6516,0,0,BABUSSALAM
,2007,7.166667,86,1007.6516,0,0,BABUSSALAM
,2008,9.166667,110,1007.6516,0,0,BABUSSALAM
,2009,8.083333,97,1007.6516,0,0,BABUSSALAM
,2010,13.75,165,1007.6516,0,0,BABUSSALAM
,2011,11,132,1007.6516,0,0,BABUSSALAM
,2012,14.666667,176,1007.6516,0,0,BABUSSALAM
,1992,.27343801,35,2466.3127,0,0,BADAR
,1993,.085271001,11,2466.3127,0,0,BADAR
,1994,.223077,29,2466.3127,0,0,BADAR
,1995,.5,64,2466.3127,0,0,BADAR
,1996,.076922998,10,2466.3127,0,0,BADAR
,1997,.2,26,2466.3127,0,0,BADAR
,1998,.52307701,68,2466.3127,0,0,BADAR
,1999,.62307698,81,2466.3127,0,0,BADAR
,2000,.35384601,46,2466.3127,0,0,BADAR
,2001,.36153799,47,2466.3127,0,0,BADAR
,2002,.80769199,105,2466.3127,0,0,BADAR
,2003,.553846,72,2466.3127,0,0,BADAR
,2004,.661538,86,2466.3127,0,0,BADAR
,2005,.58461499,76,2466.3127,0,0,BADAR
,2006,.661538,86,2466.3127,0,0,BADAR
,2007,.330769,43,2466.3127,0,0,BADAR
,2008,.430769,56,2466.3127,0,0,BADAR
,2009,.62307698,81,2466.3127,0,0,BADAR
,2010,1.1692311,152,2466.3127,0,0,BADAR
,2011,.87692302,114,2466.3127,0,0,BADAR
,2012,1.1923079,155,2466.3127,0,0,BADAR
,1992,23.333332,70,8501.334,13045.143,1.0459175,BAITURRAHMAN
,1993,46.599998,233,8501.334,13045.143,1.0459175,BAITURRAHMAN
,1994,39,195,8501.334,13045.143,1.0459175,BAITURRAHMAN
,1995,43,129,8501.334,13045.143,1.0459175,BAITURRAHMAN
,1996,50,250,8501.334,13045.143,1.0459175,BAITURRAHMAN
,1997,49.799999,249,8501.334,13045.143,1.0459175,BAITURRAHMAN
,1998,46.200001,231,8501.334,13045.143,1.0459175,BAITURRAHMAN
,1999,52,260,8501.334,13045.143,1.0459175,BAITURRAHMAN
,2000,44.599998,223,8501.334,13045.143,1.0459175,BAITURRAHMAN
,2001,41.799999,209,8501.334,13045.143,1.0459175,BAITURRAHMAN
,2002,42,210,8501.334,13045.143,1.0459175,BAITURRAHMAN
,2003,33.799999,169,8501.334,13045.143,1.0459175,BAITURRAHMAN
,2004,38.799999,194,8501.334,13045.143,1.0459175,BAITURRAHMAN
,2005,36.599998,183,8501.334,13045.143,1.0459175,BAITURRAHMAN
,2006,47.400002,237,8501.334,13045.143,1.0459175,BAITURRAHMAN
,2007,43.799999,219,8501.334,13045.143,1.0459175,BAITURRAHMAN
,2008,55.200001,276,8501.334,13045.143,1.0459175,BAITURRAHMAN
,2009,55.400002,277,8501.334,13045.143,1.0459175,BAITURRAHMAN
,2010,61,305,8501.334,13045.143,1.0459175,BAITURRAHMAN
,2011,60.799999,304,8501.334,13045.143,1.0459175,BAITURRAHMAN
,2012,61.599998,308,8501.334,13045.143,1.0459175,BAITURRAHMAN
,1992,3.0625,49,3827.6455,3394.2952,.97627503,BAITUSSALAM
,1993,5.5,77,3827.6455,3394.2952,.97627503,BAITUSSALAM
,1994,5.1999998,78,3827.6455,3394.2952,.97627503,BAITUSSALAM
,1995,8,128,3827.6455,3394.2952,.97627503,BAITUSSALAM
,1996,5.0666671,76,3827.6455,3394.2952,.97627503,BAITUSSALAM
,1997,7.333333,110,3827.6455,3394.2952,.97627503,BAITUSSALAM
,1998,7.666667,115,3827.6455,3394.2952,.97627503,BAITUSSALAM
,1999,8.9333334,134,3827.6455,3394.2952,.97627503,BAITUSSALAM
,2000,8.1333332,122,3827.6455,3394.2952,.97627503,BAITUSSALAM
,2001,7.7333331,116,3827.6455,3394.2952,.97627503,BAITUSSALAM
,2002,7.4666672,112,3827.6455,3394.2952,.97627503,BAITUSSALAM
,2003,4.4666672,67,3827.6455,3394.2952,.97627503,BAITUSSALAM
,2004,5.1999998,78,3827.6455,3394.2952,.97627503,BAITUSSALAM
,2005,4.4000001,66,3827.6455,3394.2952,.97627503,BAITUSSALAM
,2006,5.7333331,86,3827.6455,3394.2952,.97627503,BAITUSSALAM
,2007,6.5333328,98,3827.6455,3394.2952,.97627503,BAITUSSALAM
,2008,11,165,3827.6455,3394.2952,.97627503,BAITUSSALAM
,2009,11.933333,179,3827.6455,3394.2952,.97627503,BAITUSSALAM
,2010,16.200001,243,3827.6455,3394.2952,.97627503,BAITUSSALAM
,2011,15.266667,229,3827.6455,3394.2952,.97627503,BAITUSSALAM
,2012,21.333332,320,3827.6455,3394.2952,.97627503,BAITUSSALAM
,1992,0,0,36672.516,0,0,BAKONGAN
,1993,0,0,36672.516,0,0,BAKONGAN
,1994,0,0,36672.516,0,0,BAKONGAN
,1995,0,0,36672.516,0,0,BAKONGAN
,1996,.056931,23,36672.516,0,0,BAKONGAN
,1997,0,0,36672.516,0,0,BAKONGAN
,1998,0,0,36672.516,0,0,BAKONGAN
,1999,0,0,36672.516,0,0,BAKONGAN
,2000,0,0,36672.516,0,0,BAKONGAN
,2001,0,0,36672.516,0,0,BAKONGAN
,2002,0,0,36672.516,0,0,BAKONGAN
,2003,.022276999,9,36672.516,0,0,BAKONGAN
,2004,0,0,36672.516,0,0,BAKONGAN
,2005,.0074260002,3,36672.516,0,0,BAKONGAN
,2006,0,0,36672.516,0,0,BAKONGAN
,2007,0,0,36672.516,0,0,BAKONGAN
,2008,0,0,36672.516,0,0,BAKONGAN
,2009,0,0,36672.516,0,0,BAKONGAN
,2010,0,0,36672.516,0,0,BAKONGAN
,2011,0,0,36672.516,0,0,BAKONGAN
,2012,.10396,42,36672.516,0,0,BAKONGAN
,1992,0,0,6944.3696,0,0,BAKONGAN TIMUR
,1993,0,0,6944.3696,0,0,BAKONGAN TIMUR
,1994,0,0,6944.3696,0,0,BAKONGAN TIMUR
,1995,0,0,6944.3696,0,0,BAKONGAN TIMUR
,1996,0,0,6944.3696,0,0,BAKONGAN TIMUR
,1997,0,0,6944.3696,0,0,BAKONGAN TIMUR
,1998,0,0,6944.3696,0,0,BAKONGAN TIMUR
,1999,0,0,6944.3696,0,0,BAKONGAN TIMUR
,2000,0,0,6944.3696,0,0,BAKONGAN TIMUR
,2001,0,0,6944.3696,0,0,BAKONGAN TIMUR
,2002,0,0,6944.3696,0,0,BAKONGAN TIMUR
,2003,0,0,6944.3696,0,0,BAKONGAN TIMUR
,2004,0,0,6944.3696,0,0,BAKONGAN TIMUR
,2005,.403846,21,6944.3696,0,0,BAKONGAN TIMUR
,2006,0,0,6944.3696,0,0,BAKONGAN TIMUR
,2007,0,0,6944.3696,0,0,BAKONGAN TIMUR
,2008,0,0,6944.3696,0,0,BAKONGAN TIMUR
,2009,0,0,6944.3696,0,0,BAKONGAN TIMUR
,2010,0,0,6944.3696,0,0,BAKONGAN TIMUR
,2011,.57692301,30,6944.3696,0,0,BAKONGAN TIMUR
,2012,.096153997,5,6944.3696,0,0,BAKONGAN TIMUR
,1992,0,0,31234.623,0,0,BAKTIYA
,1993,.95483899,148,31234.623,0,0,BAKTIYA
,1994,.64516097,100,31234.623,0,0,BAKTIYA
,1995,1.163399,178,31234.623,0,0,BAKTIYA
,1996,2.0387101,316,31234.623,0,0,BAKTIYA
,1997,1.496774,232,31234.623,0,0,BAKTIYA
,1998,1.6774189,260,31234.623,0,0,BAKTIYA
,1999,.39354801,61,31234.623,0,0,BAKTIYA
,2000,2.6774189,415,31234.623,0,0,BAKTIYA
,2001,3.496774,542,31234.623,0,0,BAKTIYA
,2002,2.787097,432,31234.623,0,0,BAKTIYA
,2003,2.4322579,377,31234.623,0,0,BAKTIYA
,2004,2.5354841,393,31234.623,0,0,BAKTIYA
,2005,2.5483871,395,31234.623,0,0,BAKTIYA
,2006,1.929032,299,31234.623,0,0,BAKTIYA
,2007,.80645198,125,31234.623,0,0,BAKTIYA
,2008,1.767742,274,31234.623,0,0,BAKTIYA
,2009,1.832258,284,31234.623,0,0,BAKTIYA
,2010,4.0129032,622,31234.623,0,0,BAKTIYA
,2011,2.393548,371,31234.623,0,0,BAKTIYA
,2012,4.2967739,666,31234.623,0,0,BAKTIYA
,1992,0,0,25772.469,0,0,BAKTIYA BARAT
,1993,1,87,25772.469,0,0,BAKTIYA BARAT
,1994,2.275862,198,25772.469,0,0,BAKTIYA BARAT
,1995,1,90,25772.469,0,0,BAKTIYA BARAT
,1996,3.3563221,292,25772.469,0,0,BAKTIYA BARAT
,1997,1.931034,168,25772.469,0,0,BAKTIYA BARAT
,1998,.67816103,59,25772.469,0,0,BAKTIYA BARAT
,1999,0,0,25772.469,0,0,BAKTIYA BARAT
,2000,3.666667,319,25772.469,0,0,BAKTIYA BARAT
,2001,4.3563218,379,25772.469,0,0,BAKTIYA BARAT
,2002,2.5862069,225,25772.469,0,0,BAKTIYA BARAT
,2003,1.712644,149,25772.469,0,0,BAKTIYA BARAT
,2004,2.367816,206,25772.469,0,0,BAKTIYA BARAT
,2005,2.2643681,197,25772.469,0,0,BAKTIYA BARAT
,2006,2.45977,214,25772.469,0,0,BAKTIYA BARAT
,2007,.72413802,63,25772.469,0,0,BAKTIYA BARAT
,2008,1.551724,135,25772.469,0,0,BAKTIYA BARAT
,2009,1.298851,113,25772.469,0,0,BAKTIYA BARAT
,2010,3.609195,314,25772.469,0,0,BAKTIYA BARAT
,2011,3.034483,264,25772.469,0,0,BAKTIYA BARAT
,2012,4.9770112,433,25772.469,0,0,BAKTIYA BARAT
,1992,0,0,6141.2295,0,0,BAMBEL
,1993,.72131097,44,6141.2295,0,0,BAMBEL
,1994,.129032,8,6141.2295,0,0,BAMBEL
,1995,0,0,6141.2295,0,0,BAMBEL
,1996,.209677,13,6141.2295,0,0,BAMBEL
,1997,.096773997,6,6141.2295,0,0,BAMBEL
,1998,.37096801,23,6141.2295,0,0,BAMBEL
,1999,.19354799,12,6141.2295,0,0,BAMBEL
,2000,1.387097,86,6141.2295,0,0,BAMBEL
,2001,.45161301,28,6141.2295,0,0,BAMBEL
,2002,1.387097,86,6141.2295,0,0,BAMBEL
,2003,1.080645,67,6141.2295,0,0,BAMBEL
,2004,1.0645159,66,6141.2295,0,0,BAMBEL
,2005,1.306452,81,6141.2295,0,0,BAMBEL
,2006,1,62,6141.2295,0,0,BAMBEL
,2007,.41935501,26,6141.2295,0,0,BAMBEL
,2008,.74193501,46,6141.2295,0,0,BAMBEL
,2009,1.112903,69,6141.2295,0,0,BAMBEL
,2010,2.1290319,132,6141.2295,0,0,BAMBEL
,2011,1.903226,118,6141.2295,0,0,BAMBEL
,2012,2.225806,138,6141.2295,0,0,BAMBEL
,1992,0,0,5534.6963,0,0,BANDA ALAM
,1993,.323232,32,5534.6963,0,0,BANDA ALAM
,1994,0,0,5534.6963,0,0,BANDA ALAM
,1995,0,0,5534.6963,0,0,BANDA ALAM
,1996,.191919,19,5534.6963,0,0,BANDA ALAM
,1997,.10101,10,5534.6963,0,0,BANDA ALAM
,1998,0,0,5534.6963,0,0,BANDA ALAM
,1999,0,0,5534.6963,0,0,BANDA ALAM
,2000,0,0,5534.6963,0,0,BANDA ALAM
,2001,0,0,5534.6963,0,0,BANDA ALAM
,2002,0,0,5534.6963,0,0,BANDA ALAM
,2003,.27272701,27,5534.6963,0,0,BANDA ALAM
,2004,.60606098,60,5534.6963,0,0,BANDA ALAM
,2005,.646465,64,5534.6963,0,0,BANDA ALAM
,2006,.36363599,36,5534.6963,0,0,BANDA ALAM
,2007,.21212099,21,5534.6963,0,0,BANDA ALAM
,2008,.46464601,46,5534.6963,0,0,BANDA ALAM
,2009,0,0,5534.6963,0,0,BANDA ALAM
,2010,1.606061,159,5534.6963,0,0,BANDA ALAM
,2011,.939394,93,5534.6963,0,0,BANDA ALAM
,2012,1.141414,113,5534.6963,0,0,BANDA ALAM
1,1992,16.799999,504,21263.162,0,0,BANDA BARO
1,1993,15.9375,510,21263.162,0,0,BANDA BARO
1,1994,11.59375,371,21263.162,0,0,BANDA BARO
1,1995,12.933333,388,21263.162,0,0,BANDA BARO
1,1996,15.40625,493,21263.162,0,0,BANDA BARO
1,1997,15.8125,506,21263.162,0,0,BANDA BARO
1,1998,16.21875,519,21263.162,0,0,BANDA BARO
1,1999,12.375,396,21263.162,0,0,BANDA BARO
1,2000,14.625,468,21263.162,0,0,BANDA BARO
1,2001,18.28125,585,21263.162,0,0,BANDA BARO
1,2002,10.0625,322,21263.162,0,0,BANDA BARO
1,2003,8.6875,278,21263.162,0,0,BANDA BARO
1,2004,6.1875,198,21263.162,0,0,BANDA BARO
1,2005,5.90625,189,21263.162,0,0,BANDA BARO
1,2006,5.71875,183,21263.162,0,0,BANDA BARO
1,2007,4.75,152,21263.162,0,0,BANDA BARO
1,2008,8.09375,259,21263.162,0,0,BANDA BARO
1,2009,6.28125,201,21263.162,0,0,BANDA BARO
1,2010,8.78125,281,21263.162,0,0,BANDA BARO
1,2011,8.0625,258,21263.162,0,0,BANDA BARO
1,2012,7.34375,235,21263.162,0,0,BANDA BARO
,1992,2.954545,195,6957.8613,0,0,BANDA MULIA
,1993,5.3076921,345,6957.8613,0,0,BANDA MULIA
,1994,2.6875,172,6957.8613,0,0,BANDA MULIA
,1995,4.5,297,6957.8613,0,0,BANDA MULIA
,1996,4.546875,291,6957.8613,0,0,BANDA MULIA
,1997,3.15625,202,6957.8613,0,0,BANDA MULIA
,1998,3.6875,236,6957.8613,0,0,BANDA MULIA
,1999,4.046875,259,6957.8613,0,0,BANDA MULIA
,2000,3.5,224,6957.8613,0,0,BANDA MULIA
,2001,2.8125,180,6957.8613,0,0,BANDA MULIA
,2002,3.28125,210,6957.8613,0,0,BANDA MULIA
,2003,2.234375,143,6957.8613,0,0,BANDA MULIA
,2004,1.921875,123,6957.8613,0,0,BANDA MULIA
,2005,1.765625,113,6957.8613,0,0,BANDA MULIA
,2006,1.265625,81,6957.8613,0,0,BANDA MULIA
,2007,1.078125,69,6957.8613,0,0,BANDA MULIA
,2008,1.359375,87,6957.8613,0,0,BANDA MULIA
,2009,.328125,21,6957.8613,0,0,BANDA MULIA
,2010,2.625,168,6957.8613,0,0,BANDA MULIA
,2011,1.890625,121,6957.8613,0,0,BANDA MULIA
,2012,2.671875,171,6957.8613,0,0,BANDA MULIA
,1992,10.714286,75,9398.0645,6946.877,.95558393,BANDA RAYA
,1993,30.333332,182,9398.0645,6946.877,.95558393,BANDA RAYA
,1994,21.5,129,9398.0645,6946.877,.95558393,BANDA RAYA
,1995,24.857143,174,9398.0645,6946.877,.95558393,BANDA RAYA
,1996,31.166668,187,9398.0645,6946.877,.95558393,BANDA RAYA
,1997,35.5,213,9398.0645,6946.877,.95558393,BANDA RAYA
,1998,31.333332,188,9398.0645,6946.877,.95558393,BANDA RAYA
,1999,32.5,195,9398.0645,6946.877,.95558393,BANDA RAYA
,2000,30.333332,182,9398.0645,6946.877,.95558393,BANDA RAYA
,2001,27.666668,166,9398.0645,6946.877,.95558393,BANDA RAYA
,2002,31.5,189,9398.0645,6946.877,.95558393,BANDA RAYA
,2003,24,144,9398.0645,6946.877,.95558393,BANDA RAYA
,2004,24.666668,148,9398.0645,6946.877,.95558393,BANDA RAYA
,2005,27.333332,164,9398.0645,6946.877,.95558393,BANDA RAYA
,2006,35,210,9398.0645,6946.877,.95558393,BANDA RAYA
,2007,30.333332,182,9398.0645,6946.877,.95558393,BANDA RAYA
,2008,46.5,279,9398.0645,6946.877,.95558393,BANDA RAYA
,2009,45.833332,275,9398.0645,6946.877,.95558393,BANDA RAYA
,2010,55,330,9398.0645,6946.877,.95558393,BANDA RAYA
,2011,58.666668,352,9398.0645,6946.877,.95558393,BANDA RAYA
,2012,58,348,9398.0645,6946.877,.95558393,BANDA RAYA
1,1992,43.545456,479,1690.4746,0,0,BANDA SAKTI
1,1993,47,423,1690.4746,0,0,BANDA SAKTI
1,1994,38.25,306,1690.4746,0,0,BANDA SAKTI
1,1995,44.636364,491,1690.4746,0,0,BANDA SAKTI
1,1996,43.75,350,1690.4746,0,0,BANDA SAKTI
1,1997,43.375,347,1690.4746,0,0,BANDA SAKTI
1,1998,41.5,332,1690.4746,0,0,BANDA SAKTI
1,1999,36,288,1690.4746,0,0,BANDA SAKTI
1,2000,36.875,295,1690.4746,0,0,BANDA SAKTI
1,2001,44.25,354,1690.4746,0,0,BANDA SAKTI
1,2002,29,232,1690.4746,0,0,BANDA SAKTI
1,2003,24.375,195,1690.4746,0,0,BANDA SAKTI
1,2004,21.125,169,1690.4746,0,0,BANDA SAKTI
1,2005,22.625,181,1690.4746,0,0,BANDA SAKTI
1,2006,19.875,159,1690.4746,0,0,BANDA SAKTI
1,2007,18.75,150,1690.4746,0,0,BANDA SAKTI
1,2008,26.125,209,1690.4746,0,0,BANDA SAKTI
1,2009,23.125,185,1690.4746,0,0,BANDA SAKTI
1,2010,32.375,259,1690.4746,0,0,BANDA SAKTI
1,2011,35,280,1690.4746,0,0,BANDA SAKTI
1,2012,39.875,319,1690.4746,0,0,BANDA SAKTI
,1992,0,0,17053.08,0,0,BANDAR
,1993,.17692301,23,17053.08,0,0,BANDAR
,1994,0,0,17053.08,0,0,BANDAR
,1995,0,0,17053.08,0,0,BANDAR
,1996,0,0,17053.08,0,0,BANDAR
,1997,0,0,17053.08,0,0,BANDAR
,1998,0,0,17053.08,0,0,BANDAR
,1999,0,0,17053.08,0,0,BANDAR
,2000,.346154,45,17053.08,0,0,BANDAR
,2001,1.353846,176,17053.08,0,0,BANDAR
,2002,1.261538,164,17053.08,0,0,BANDAR
,2003,1.461538,190,17053.08,0,0,BANDAR
,2004,1.423077,185,17053.08,0,0,BANDAR
,2005,1.815385,236,17053.08,0,0,BANDAR
,2006,.669231,87,17053.08,0,0,BANDAR
,2007,0,0,17053.08,0,0,BANDAR
,2008,.446154,58,17053.08,0,0,BANDAR
,2009,.19230799,25,17053.08,0,0,BANDAR
,2010,1.046154,136,17053.08,0,0,BANDAR
,2011,.68461502,89,17053.08,0,0,BANDAR
,2012,1.1692311,152,17053.08,0,0,BANDAR
,1992,.048386998,12,38758.895,14611.839,.093071237,BANDAR BARU
,1993,0,0,38758.895,14611.839,.093071237,BANDAR BARU
,1994,.098361,24,38758.895,14611.839,.093071237,BANDAR BARU
,1995,.145161,36,38758.895,14611.839,.093071237,BANDAR BARU
,1996,.127049,31,38758.895,14611.839,.093071237,BANDAR BARU
,1997,.32376999,79,38758.895,14611.839,.093071237,BANDAR BARU
,1998,.110656,27,38758.895,14611.839,.093071237,BANDAR BARU
,1999,0,0,38758.895,14611.839,.093071237,BANDAR BARU
,2000,.22541,55,38758.895,14611.839,.093071237,BANDAR BARU
,2001,.229508,56,38758.895,14611.839,.093071237,BANDAR BARU
,2002,.032786999,8,38758.895,14611.839,.093071237,BANDAR BARU
,2003,.17623,43,38758.895,14611.839,.093071237,BANDAR BARU
,2004,.344262,84,38758.895,14611.839,.093071237,BANDAR BARU
,2005,.62704903,153,38758.895,14611.839,.093071237,BANDAR BARU
,2006,.73360699,179,38758.895,14611.839,.093071237,BANDAR BARU
,2007,.57376999,140,38758.895,14611.839,.093071237,BANDAR BARU
,2008,.68852502,168,38758.895,14611.839,.093071237,BANDAR BARU
,2009,.79508197,194,38758.895,14611.839,.093071237,BANDAR BARU
,2010,1.2459019,304,38758.895,14611.839,.093071237,BANDAR BARU
,2011,1.20082,293,38758.895,14611.839,.093071237,BANDAR BARU
,2012,1.598361,390,38758.895,14611.839,.093071237,BANDAR BARU
,1992,0,0,21305.715,1601.5925,.033636786,BANDAR DUA
,1993,.216814,49,21305.715,1601.5925,.033636786,BANDAR DUA
