gas,year,lights_mean,lights_sum,pop_sum,pop_flooded_sum,flood_intensity_3,id
,2008,1.880282,267,5926.0347,699.51398,.15304123,MESJID RAYA
,2009,1.415493,201,5926.0347,699.51398,.15304123,MESJID RAYA
,2010,2.7605629,392,5926.0347,699.51398,.15304123,MESJID RAYA
,2011,1.9859149,282,5926.0347,699.51398,.15304123,MESJID RAYA
,2012,2.9929581,425,5926.0347,699.51398,.15304123,MESJID RAYA
,1992,0,0,17518.873,0,0,MEUKEK
,1993,0,0,17518.873,0,0,MEUKEK
,1994,0,0,17518.873,0,0,MEUKEK
,1995,0,0,17518.873,0,0,MEUKEK
,1996,.053667001,30,17518.873,0,0,MEUKEK
,1997,0,0,17518.873,0,0,MEUKEK
,1998,0,0,17518.873,0,0,MEUKEK
,1999,0,0,17518.873,0,0,MEUKEK
,2000,.053667001,30,17518.873,0,0,MEUKEK
,2001,0,0,17518.873,0,0,MEUKEK
,2002,.062611997,35,17518.873,0,0,MEUKEK
,2003,.119857,67,17518.873,0,0,MEUKEK
,2004,.19499101,109,17518.873,0,0,MEUKEK
,2005,.198569,111,17518.873,0,0,MEUKEK
,2006,.021467,12,17518.873,0,0,MEUKEK
,2007,0,0,17518.873,0,0,MEUKEK
,2008,0,0,17518.873,0,0,MEUKEK
,2009,0,0,17518.873,0,0,MEUKEK
,2010,.085868001,48,17518.873,0,0,MEUKEK
,2011,0,0,17518.873,0,0,MEUKEK
,2012,.119857,67,17518.873,0,0,MEUKEK
,1992,0,0,6063.124,518.74359,.14199765,MEURAH DUA
,1993,.235294,4,6063.124,518.74359,.14199765,MEURAH DUA
,1994,.941176,16,6063.124,518.74359,.14199765,MEURAH DUA
,1995,.78947401,15,6063.124,518.74359,.14199765,MEURAH DUA
,1996,2.2352941,38,6063.124,518.74359,.14199765,MEURAH DUA
,1997,2.823529,48,6063.124,518.74359,.14199765,MEURAH DUA
,1998,1.823529,31,6063.124,518.74359,.14199765,MEURAH DUA
,1999,2.352941,40,6063.124,518.74359,.14199765,MEURAH DUA
,2000,2.823529,48,6063.124,518.74359,.14199765,MEURAH DUA
,2001,2.7647059,47,6063.124,518.74359,.14199765,MEURAH DUA
,2002,2.352941,40,6063.124,518.74359,.14199765,MEURAH DUA
,2003,3.1176469,53,6063.124,518.74359,.14199765,MEURAH DUA
,2004,3.176471,54,6063.124,518.74359,.14199765,MEURAH DUA
,2005,2.8823531,49,6063.124,518.74359,.14199765,MEURAH DUA
,2006,3.470588,59,6063.124,518.74359,.14199765,MEURAH DUA
,2007,1.705882,29,6063.124,518.74359,.14199765,MEURAH DUA
,2008,3.529412,60,6063.124,518.74359,.14199765,MEURAH DUA
,2009,3.647059,62,6063.124,518.74359,.14199765,MEURAH DUA
,2010,6.5882349,112,6063.124,518.74359,.14199765,MEURAH DUA
,2011,6.4705882,110,6063.124,518.74359,.14199765,MEURAH DUA
,2012,8.4117651,143,6063.124,518.74359,.14199765,MEURAH DUA
1,1992,3.95,158,12031.112,0,0,MEURAH MULIA
1,1993,7.613636,335,12031.112,0,0,MEURAH MULIA
1,1994,7.522727,331,12031.112,0,0,MEURAH MULIA
1,1995,10.225,409,12031.112,0,0,MEURAH MULIA
1,1996,11.545455,508,12031.112,0,0,MEURAH MULIA
1,1997,12.272727,540,12031.112,0,0,MEURAH MULIA
1,1998,11.136364,490,12031.112,0,0,MEURAH MULIA
1,1999,5.568182,245,12031.112,0,0,MEURAH MULIA
1,2000,7.840909,345,12031.112,0,0,MEURAH MULIA
1,2001,8.681818,382,12031.112,0,0,MEURAH MULIA
1,2002,6.772727,298,12031.112,0,0,MEURAH MULIA
1,2003,5.863636,258,12031.112,0,0,MEURAH MULIA
1,2004,5.659091,249,12031.112,0,0,MEURAH MULIA
1,2005,4.886364,215,12031.112,0,0,MEURAH MULIA
1,2006,4.75,209,12031.112,0,0,MEURAH MULIA
1,2007,4.590909,202,12031.112,0,0,MEURAH MULIA
1,2008,6.136364,270,12031.112,0,0,MEURAH MULIA
1,2009,6.090909,268,12031.112,0,0,MEURAH MULIA
1,2010,11.227273,494,12031.112,0,0,MEURAH MULIA
1,2011,6.954545,306,12031.112,0,0,MEURAH MULIA
1,2012,9.340909,411,12031.112,0,0,MEURAH MULIA
,1992,20.111111,181,8368.8066,8077.769,1.034575,MEURAXA
,1993,22.4,224,8368.8066,8077.769,1.034575,MEURAXA
,1994,34,340,8368.8066,8077.769,1.034575,MEURAXA
,1995,36.777779,331,8368.8066,8077.769,1.034575,MEURAXA
,1996,35.700001,357,8368.8066,8077.769,1.034575,MEURAXA
,1997,38.200001,382,8368.8066,8077.769,1.034575,MEURAXA
,1998,36.799999,368,8368.8066,8077.769,1.034575,MEURAXA
,1999,35.799999,358,8368.8066,8077.769,1.034575,MEURAXA
,2000,27.299999,273,8368.8066,8077.769,1.034575,MEURAXA
,2001,25.6,256,8368.8066,8077.769,1.034575,MEURAXA
,2002,24.4,244,8368.8066,8077.769,1.034575,MEURAXA
,2003,20.200001,202,8368.8066,8077.769,1.034575,MEURAXA
,2004,27.9,279,8368.8066,8077.769,1.034575,MEURAXA
,2005,15.4,154,8368.8066,8077.769,1.034575,MEURAXA
,2006,29.700001,297,8368.8066,8077.769,1.034575,MEURAXA
,2007,35.299999,353,8368.8066,8077.769,1.034575,MEURAXA
,2008,36.799999,368,8368.8066,8077.769,1.034575,MEURAXA
,2009,45,450,8368.8066,8077.769,1.034575,MEURAXA
,2010,57.099998,571,8368.8066,8077.769,1.034575,MEURAXA
,2011,47.900002,479,8368.8066,8077.769,1.034575,MEURAXA
,2012,57.900002,579,8368.8066,8077.769,1.034575,MEURAXA
,1992,0,0,4698.9067,568.99481,.10178615,MEUREUBO
,1993,.091503002,14,4698.9067,568.99481,.10178615,MEUREUBO
,1994,.078431003,12,4698.9067,568.99481,.10178615,MEUREUBO
,1995,.045455001,7,4698.9067,568.99481,.10178615,MEUREUBO
,1996,.111111,17,4698.9067,568.99481,.10178615,MEUREUBO
,1997,.058823999,9,4698.9067,568.99481,.10178615,MEUREUBO
,1998,.20915,32,4698.9067,568.99481,.10178615,MEUREUBO
,1999,.20915,32,4698.9067,568.99481,.10178615,MEUREUBO
,2000,.405229,62,4698.9067,568.99481,.10178615,MEUREUBO
,2001,.222222,34,4698.9067,568.99481,.10178615,MEUREUBO
,2002,.29411799,45,4698.9067,568.99481,.10178615,MEUREUBO
,2003,.43790799,67,4698.9067,568.99481,.10178615,MEUREUBO
,2004,.169935,26,4698.9067,568.99481,.10178615,MEUREUBO
,2005,.64705902,99,4698.9067,568.99481,.10178615,MEUREUBO
,2006,1.509804,231,4698.9067,568.99481,.10178615,MEUREUBO
,2007,.38562101,59,4698.9067,568.99481,.10178615,MEUREUBO
,2008,.928105,142,4698.9067,568.99481,.10178615,MEUREUBO
,2009,1.901961,291,4698.9067,568.99481,.10178615,MEUREUBO
,2010,3.2549019,498,4698.9067,568.99481,.10178615,MEUREUBO
,2011,2.7450981,420,4698.9067,568.99481,.10178615,MEUREUBO
,2012,4.7450981,726,4698.9067,568.99481,.10178615,MEUREUBO
,1992,0,0,16330.986,1534.2208,.016584449,MEUREUDU
,1993,.054825,25,16330.986,1534.2208,.016584449,MEUREUDU
,1994,.10989,50,16330.986,1534.2208,.016584449,MEUREUDU
,1995,.086957,40,16330.986,1534.2208,.016584449,MEUREUDU
,1996,.15604401,71,16330.986,1534.2208,.016584449,MEUREUDU
,1997,.21318699,97,16330.986,1534.2208,.016584449,MEUREUDU
,1998,.162637,74,16330.986,1534.2208,.016584449,MEUREUDU
,1999,.101099,46,16330.986,1534.2208,.016584449,MEUREUDU
,2000,.21978,100,16330.986,1534.2208,.016584449,MEUREUDU
,2001,.167033,76,16330.986,1534.2208,.016584449,MEUREUDU
,2002,.085713997,39,16330.986,1534.2208,.016584449,MEUREUDU
,2003,.136264,62,16330.986,1534.2208,.016584449,MEUREUDU
,2004,.20659301,94,16330.986,1534.2208,.016584449,MEUREUDU
,2005,.210989,96,16330.986,1534.2208,.016584449,MEUREUDU
,2006,.22197799,101,16330.986,1534.2208,.016584449,MEUREUDU
,2007,.151648,69,16330.986,1534.2208,.016584449,MEUREUDU
,2008,.20439599,93,16330.986,1534.2208,.016584449,MEUREUDU
,2009,.191209,87,16330.986,1534.2208,.016584449,MEUREUDU
,2010,.42417601,193,16330.986,1534.2208,.016584449,MEUREUDU
,2011,.367033,167,16330.986,1534.2208,.016584449,MEUREUDU
,2012,.56923097,259,16330.986,1534.2208,.016584449,MEUREUDU
,1992,0,0,24061.504,1904.0109,.081837878,MILA
,1993,.2,8,24061.504,1904.0109,.081837878,MILA
,1994,.80000001,32,24061.504,1904.0109,.081837878,MILA
,1995,.39473701,15,24061.504,1904.0109,.081837878,MILA
,1996,.92500001,37,24061.504,1904.0109,.081837878,MILA
,1997,1.55,62,24061.504,1904.0109,.081837878,MILA
,1998,0,0,24061.504,1904.0109,.081837878,MILA
,1999,1.15,46,24061.504,1904.0109,.081837878,MILA
,2000,2.0999999,84,24061.504,1904.0109,.081837878,MILA
,2001,.875,35,24061.504,1904.0109,.081837878,MILA
,2002,.125,5,24061.504,1904.0109,.081837878,MILA
,2003,.89999998,36,24061.504,1904.0109,.081837878,MILA
,2004,1.45,58,24061.504,1904.0109,.081837878,MILA
,2005,1.825,73,24061.504,1904.0109,.081837878,MILA
,2006,1.575,63,24061.504,1904.0109,.081837878,MILA
,2007,1.575,63,24061.504,1904.0109,.081837878,MILA
,2008,1.3,52,24061.504,1904.0109,.081837878,MILA
,2009,2.0999999,84,24061.504,1904.0109,.081837878,MILA
,2010,4.1750002,167,24061.504,1904.0109,.081837878,MILA
,2011,2.0999999,84,24061.504,1904.0109,.081837878,MILA
,2012,3.1500001,126,24061.504,1904.0109,.081837878,MILA
,1992,.072463997,5,14812.186,0,0,MONTASIK
,1993,1.144928,79,14812.186,0,0,MONTASIK
,1994,.97142899,68,14812.186,0,0,MONTASIK
,1995,1.347826,93,14812.186,0,0,MONTASIK
,1996,.74285698,52,14812.186,0,0,MONTASIK
,1997,1.371429,96,14812.186,0,0,MONTASIK
,1998,1.014286,71,14812.186,0,0,MONTASIK
,1999,1.2,84,14812.186,0,0,MONTASIK
,2000,1.428571,100,14812.186,0,0,MONTASIK
,2001,1.4,98,14812.186,0,0,MONTASIK
,2002,1.314286,92,14812.186,0,0,MONTASIK
,2003,1.057143,74,14812.186,0,0,MONTASIK
,2004,1.214286,85,14812.186,0,0,MONTASIK
,2005,1.328571,93,14812.186,0,0,MONTASIK
,2006,1.442857,101,14812.186,0,0,MONTASIK
,2007,1.085714,76,14812.186,0,0,MONTASIK
,2008,2.2142861,155,14812.186,0,0,MONTASIK
,2009,1.857143,130,14812.186,0,0,MONTASIK
,2010,3.4142859,239,14812.186,0,0,MONTASIK
,2011,3.5285709,247,14812.186,0,0,MONTASIK
,2012,4.6142859,323,14812.186,0,0,MONTASIK
1,1992,12.551724,364,7585.3467,0,0,MUARA BATU
1,1993,8.7857141,246,7585.3467,0,0,MUARA BATU
1,1994,7.6428571,214,7585.3467,0,0,MUARA BATU
1,1995,9.8965521,287,7585.3467,0,0,MUARA BATU
1,1996,9.25,259,7585.3467,0,0,MUARA BATU
1,1997,10.607143,297,7585.3467,0,0,MUARA BATU
1,1998,11.5,322,7585.3467,0,0,MUARA BATU
1,1999,8.7857141,246,7585.3467,0,0,MUARA BATU
1,2000,9.6428566,270,7585.3467,0,0,MUARA BATU
1,2001,13.035714,365,7585.3467,0,0,MUARA BATU
1,2002,7.7142859,216,7585.3467,0,0,MUARA BATU
1,2003,6.7857141,190,7585.3467,0,0,MUARA BATU
1,2004,5.6071429,157,7585.3467,0,0,MUARA BATU
1,2005,5.75,161,7585.3467,0,0,MUARA BATU
1,2006,5.7142859,160,7585.3467,0,0,MUARA BATU
1,2007,5.6071429,157,7585.3467,0,0,MUARA BATU
1,2008,7.8571429,220,7585.3467,0,0,MUARA BATU
1,2009,7.5,210,7585.3467,0,0,MUARA BATU
1,2010,12.428571,348,7585.3467,0,0,MUARA BATU
1,2011,9.3571434,262,7585.3467,0,0,MUARA BATU
1,2012,11,308,7585.3467,0,0,MUARA BATU
1,1992,22.533333,676,4339.1421,0,0,MUARA DUA
1,1993,31.137932,903,4339.1421,0,0,MUARA DUA
1,1994,27.366667,821,4339.1421,0,0,MUARA DUA
1,1995,25.299999,759,4339.1421,0,0,MUARA DUA
1,1996,34.433334,1033,4339.1421,0,0,MUARA DUA
1,1997,34.299999,1029,4339.1421,0,0,MUARA DUA
1,1998,31.200001,936,4339.1421,0,0,MUARA DUA
1,1999,22.833332,685,4339.1421,0,0,MUARA DUA
1,2000,25.233334,757,4339.1421,0,0,MUARA DUA
1,2001,31.266666,938,4339.1421,0,0,MUARA DUA
1,2002,20,600,4339.1421,0,0,MUARA DUA
1,2003,17.066668,512,4339.1421,0,0,MUARA DUA
1,2004,15.566667,467,4339.1421,0,0,MUARA DUA
1,2005,13.833333,415,4339.1421,0,0,MUARA DUA
1,2006,13.8,414,4339.1421,0,0,MUARA DUA
1,2007,12.966667,389,4339.1421,0,0,MUARA DUA
1,2008,17.633333,529,4339.1421,0,0,MUARA DUA
1,2009,14.766667,443,4339.1421,0,0,MUARA DUA
1,2010,28.1,843,4339.1421,0,0,MUARA DUA
1,2011,23.733334,712,4339.1421,0,0,MUARA DUA
1,2012,26.5,795,4339.1421,0,0,MUARA DUA
1,1992,46.051723,2671,11877.613,0,0,MUARA SATU
1,1993,52.5,2940,11877.613,0,0,MUARA SATU
1,1994,46.666668,2660,11877.613,0,0,MUARA SATU
1,1995,45.206898,2622,11877.613,0,0,MUARA SATU
1,1996,53.070175,3025,11877.613,0,0,MUARA SATU
1,1997,51.315788,2925,11877.613,0,0,MUARA SATU
1,1998,50.63158,2886,11877.613,0,0,MUARA SATU
1,1999,46.228069,2635,11877.613,0,0,MUARA SATU
1,2000,49.280701,2809,11877.613,0,0,MUARA SATU
1,2001,53.964912,3076,11877.613,0,0,MUARA SATU
1,2002,43.789474,2496,11877.613,0,0,MUARA SATU
1,2003,37.526318,2139,11877.613,0,0,MUARA SATU
1,2004,36.421055,2076,11877.613,0,0,MUARA SATU
1,2005,36.473682,2079,11877.613,0,0,MUARA SATU
1,2006,33.596493,1915,11877.613,0,0,MUARA SATU
1,2007,29.157894,1662,11877.613,0,0,MUARA SATU
1,2008,32.701756,1864,11877.613,0,0,MUARA SATU
1,2009,26.508772,1511,11877.613,0,0,MUARA SATU
1,2010,33.298244,1898,11877.613,0,0,MUARA SATU
1,2011,32.736843,1866,11877.613,0,0,MUARA SATU
1,2012,29.82456,1700,11877.613,0,0,MUARA SATU
,1992,0,0,12781.312,4101.7021,.14208145,MUARA TIGA
,1993,0,0,12781.312,4101.7021,.14208145,MUARA TIGA
,1994,0,0,12781.312,4101.7021,.14208145,MUARA TIGA
,1995,0,0,12781.312,4101.7021,.14208145,MUARA TIGA
,1996,0,0,12781.312,4101.7021,.14208145,MUARA TIGA
,1997,0,0,12781.312,4101.7021,.14208145,MUARA TIGA
,1998,0,0,12781.312,4101.7021,.14208145,MUARA TIGA
,1999,0,0,12781.312,4101.7021,.14208145,MUARA TIGA
,2000,0,0,12781.312,4101.7021,.14208145,MUARA TIGA
,2001,0,0,12781.312,4101.7021,.14208145,MUARA TIGA
,2002,0,0,12781.312,4101.7021,.14208145,MUARA TIGA
,2003,.121951,20,12781.312,4101.7021,.14208145,MUARA TIGA
,2004,.152439,25,12781.312,4101.7021,.14208145,MUARA TIGA
,2005,.219512,36,12781.312,4101.7021,.14208145,MUARA TIGA
,2006,.182927,30,12781.312,4101.7021,.14208145,MUARA TIGA
,2007,.146341,24,12781.312,4101.7021,.14208145,MUARA TIGA
,2008,.48780501,80,12781.312,4101.7021,.14208145,MUARA TIGA
,2009,.20731699,34,12781.312,4101.7021,.14208145,MUARA TIGA
,2010,1.091463,179,12781.312,4101.7021,.14208145,MUARA TIGA
,2011,.121951,20,12781.312,4101.7021,.14208145,MUARA TIGA
,2012,.64634103,106,12781.312,4101.7021,.14208145,MUARA TIGA
,1992,0,0,10617.38,5492.5879,.40190881,MUTIARA
,1993,4.7368422,90,10617.38,5492.5879,.40190881,MUTIARA
,1994,4.4736838,85,10617.38,5492.5879,.40190881,MUTIARA
,1995,6.1999998,124,10617.38,5492.5879,.40190881,MUTIARA
,1996,4.6315789,88,10617.38,5492.5879,.40190881,MUTIARA
,1997,5.5789471,106,10617.38,5492.5879,.40190881,MUTIARA
,1998,6.210526,118,10617.38,5492.5879,.40190881,MUTIARA
,1999,5.1578951,98,10617.38,5492.5879,.40190881,MUTIARA
,2000,5.6842108,108,10617.38,5492.5879,.40190881,MUTIARA
,2001,5.5263162,105,10617.38,5492.5879,.40190881,MUTIARA
,2002,3.1578951,60,10617.38,5492.5879,.40190881,MUTIARA
,2003,3.7368419,71,10617.38,5492.5879,.40190881,MUTIARA
,2004,4.3684211,83,10617.38,5492.5879,.40190881,MUTIARA
,2005,4.3684211,83,10617.38,5492.5879,.40190881,MUTIARA
,2006,4.6315789,88,10617.38,5492.5879,.40190881,MUTIARA
,2007,4.5263162,86,10617.38,5492.5879,.40190881,MUTIARA
,2008,6.1578951,117,10617.38,5492.5879,.40190881,MUTIARA
,2009,7.1578951,136,10617.38,5492.5879,.40190881,MUTIARA
,2010,10,190,10617.38,5492.5879,.40190881,MUTIARA
,2011,8.2105265,156,10617.38,5492.5879,.40190881,MUTIARA
,2012,9.7368422,185,10617.38,5492.5879,.40190881,MUTIARA
,1992,0,0,27056.047,4228.9746,.117242,MUTIARA TIMUR
,1993,3.3428569,117,27056.047,4228.9746,.117242,MUTIARA TIMUR
,1994,2.7714291,97,27056.047,4228.9746,.117242,MUTIARA TIMUR
,1995,1.472222,53,27056.047,4228.9746,.117242,MUTIARA TIMUR
,1996,2.4571431,86,27056.047,4228.9746,.117242,MUTIARA TIMUR
,1997,3.7714291,132,27056.047,4228.9746,.117242,MUTIARA TIMUR
,1998,2.7142861,95,27056.047,4228.9746,.117242,MUTIARA TIMUR
,1999,4.4000001,154,27056.047,4228.9746,.117242,MUTIARA TIMUR
,2000,4,140,27056.047,4228.9746,.117242,MUTIARA TIMUR
,2001,2.9714291,104,27056.047,4228.9746,.117242,MUTIARA TIMUR
,2002,1.685714,59,27056.047,4228.9746,.117242,MUTIARA TIMUR
,2003,3.4571431,121,27056.047,4228.9746,.117242,MUTIARA TIMUR
,2004,4.2285709,148,27056.047,4228.9746,.117242,MUTIARA TIMUR
,2005,4.1142859,144,27056.047,4228.9746,.117242,MUTIARA TIMUR
,2006,3.7714291,132,27056.047,4228.9746,.117242,MUTIARA TIMUR
,2007,3.428571,120,27056.047,4228.9746,.117242,MUTIARA TIMUR
,2008,5.1714292,181,27056.047,4228.9746,.117242,MUTIARA TIMUR
,2009,5.8285708,204,27056.047,4228.9746,.117242,MUTIARA TIMUR
,2010,7.7142859,270,27056.047,4228.9746,.117242,MUTIARA TIMUR
,2011,6.485714,227,27056.047,4228.9746,.117242,MUTIARA TIMUR
,2012,7.8285708,274,27056.047,4228.9746,.117242,MUTIARA TIMUR
,1992,17.263159,328,6409.6929,0,0,NIBONG
,1993,17.625,282,6409.6929,0,0,NIBONG
,1994,20.066668,301,6409.6929,0,0,NIBONG
,1995,29.368422,558,6409.6929,0,0,NIBONG
,1996,29.200001,438,6409.6929,0,0,NIBONG
,1997,26.6,399,6409.6929,0,0,NIBONG
,1998,26.066668,391,6409.6929,0,0,NIBONG
,1999,20,300,6409.6929,0,0,NIBONG
,2000,18.200001,273,6409.6929,0,0,NIBONG
,2001,15.733333,236,6409.6929,0,0,NIBONG
,2002,17.533333,263,6409.6929,0,0,NIBONG
,2003,13.733333,206,6409.6929,0,0,NIBONG
,2004,11.8,177,6409.6929,0,0,NIBONG
,2005,10.2,153,6409.6929,0,0,NIBONG
,2006,11.6,174,6409.6929,0,0,NIBONG
,2007,11,165,6409.6929,0,0,NIBONG
,2008,14.2,213,6409.6929,0,0,NIBONG
,2009,16.4,246,6409.6929,0,0,NIBONG
,2010,24.6,369,6409.6929,0,0,NIBONG
,2011,13.666667,205,6409.6929,0,0,NIBONG
,2012,17.733334,266,6409.6929,0,0,NIBONG
1,1992,19.645571,1552,23447.936,0,0,NISAM
1,1993,17.077923,1315,23447.936,0,0,NISAM
1,1994,14.116883,1087,23447.936,0,0,NISAM
1,1995,17.088608,1350,23447.936,0,0,NISAM
1,1996,20.415585,1572,23447.936,0,0,NISAM
1,1997,20.948051,1613,23447.936,0,0,NISAM
1,1998,19.012987,1464,23447.936,0,0,NISAM
1,1999,13.636364,1050,23447.936,0,0,NISAM
1,2000,17.532469,1350,23447.936,0,0,NISAM
1,2001,22.922077,1765,23447.936,0,0,NISAM
1,2002,12.246753,943,23447.936,0,0,NISAM
1,2003,10.896104,839,23447.936,0,0,NISAM
1,2004,8.1688309,629,23447.936,0,0,NISAM
1,2005,7.4805188,576,23447.936,0,0,NISAM
1,2006,7.3896098,569,23447.936,0,0,NISAM
1,2007,5.4285712,418,23447.936,0,0,NISAM
1,2008,9.363636,721,23447.936,0,0,NISAM
1,2009,5.727273,441,23447.936,0,0,NISAM
1,2010,10.623377,818,23447.936,0,0,NISAM
1,2011,8.8441563,681,23447.936,0,0,NISAM
1,2012,8.4675322,652,23447.936,0,0,NISAM
1,1992,2.156863,440,28879.008,0,0,NISAM ANTARA
1,1993,2.1809051,434,28879.008,0,0,NISAM ANTARA
1,1994,2.0555561,407,28879.008,0,0,NISAM ANTARA
1,1995,2.019608,412,28879.008,0,0,NISAM ANTARA
1,1996,2.378788,471,28879.008,0,0,NISAM ANTARA
1,1997,3.1161621,617,28879.008,0,0,NISAM ANTARA
1,1998,1.656566,328,28879.008,0,0,NISAM ANTARA
1,1999,1.247475,247,28879.008,0,0,NISAM ANTARA
1,2000,2.4494951,485,28879.008,0,0,NISAM ANTARA
1,2001,4.545455,900,28879.008,0,0,NISAM ANTARA
1,2002,1.479798,293,28879.008,0,0,NISAM ANTARA
1,2003,1.787879,354,28879.008,0,0,NISAM ANTARA
1,2004,1.065657,211,28879.008,0,0,NISAM ANTARA
1,2005,1.212121,240,28879.008,0,0,NISAM ANTARA
1,2006,1.30303,258,28879.008,0,0,NISAM ANTARA
1,2007,.055555999,11,28879.008,0,0,NISAM ANTARA
1,2008,1.0555561,209,28879.008,0,0,NISAM ANTARA
1,2009,.020202,4,28879.008,0,0,NISAM ANTARA
1,2010,1.838384,364,28879.008,0,0,NISAM ANTARA
1,2011,1.434343,284,28879.008,0,0,NISAM ANTARA
1,2012,1.994949,395,28879.008,0,0,NISAM ANTARA
1,1992,0,0,13468.387,0,0,NURUSSALAM
1,1993,3.1578951,300,13468.387,0,0,NURUSSALAM
1,1994,.76842099,73,13468.387,0,0,NURUSSALAM
1,1995,.71428603,70,13468.387,0,0,NURUSSALAM
1,1996,2.484211,236,13468.387,0,0,NURUSSALAM
1,1997,2.0842111,198,13468.387,0,0,NURUSSALAM
1,1998,1.2315789,117,13468.387,0,0,NURUSSALAM
1,1999,.063157998,6,13468.387,0,0,NURUSSALAM
1,2000,1.147368,109,13468.387,0,0,NURUSSALAM
1,2001,1.494737,142,13468.387,0,0,NURUSSALAM
1,2002,1.6,152,13468.387,0,0,NURUSSALAM
1,2003,1.105263,105,13468.387,0,0,NURUSSALAM
1,2004,1.284211,122,13468.387,0,0,NURUSSALAM
1,2005,1.726316,164,13468.387,0,0,NURUSSALAM
1,2006,.96842098,92,13468.387,0,0,NURUSSALAM
1,2007,.43157899,41,13468.387,0,0,NURUSSALAM
1,2008,1.2315789,117,13468.387,0,0,NURUSSALAM
1,2009,.80000001,76,13468.387,0,0,NURUSSALAM
1,2010,2.789474,265,13468.387,0,0,NURUSSALAM
1,2011,1.778947,169,13468.387,0,0,NURUSSALAM
1,2012,2.410526,229,13468.387,0,0,NURUSSALAM
,1992,.020067001,6,36464.859,0,.0040951362,PADANG TIJI
,1993,0,0,36464.859,0,.0040951362,PADANG TIJI
,1994,.17449699,52,36464.859,0,.0040951362,PADANG TIJI
,1995,.183946,55,36464.859,0,.0040951362,PADANG TIJI
,1996,.040268,12,36464.859,0,.0040951362,PADANG TIJI
,1997,.177852,53,36464.859,0,.0040951362,PADANG TIJI
,1998,0,0,36464.859,0,.0040951362,PADANG TIJI
,1999,.120805,36,36464.859,0,.0040951362,PADANG TIJI
,2000,.26845601,80,36464.859,0,.0040951362,PADANG TIJI
,2001,.016779,5,36464.859,0,.0040951362,PADANG TIJI
,2002,.177852,53,36464.859,0,.0040951362,PADANG TIJI
,2003,.161074,48,36464.859,0,.0040951362,PADANG TIJI
,2004,.70134199,209,36464.859,0,.0040951362,PADANG TIJI
,2005,.68791902,205,36464.859,0,.0040951362,PADANG TIJI
,2006,.70805401,211,36464.859,0,.0040951362,PADANG TIJI
,2007,.657718,196,36464.859,0,.0040951362,PADANG TIJI
,2008,.66443002,198,36464.859,0,.0040951362,PADANG TIJI
,2009,.80201298,239,36464.859,0,.0040951362,PADANG TIJI
,2010,2.248322,670,36464.859,0,.0040951362,PADANG TIJI
,2011,.93959701,280,36464.859,0,.0040951362,PADANG TIJI
,2012,1.610738,480,36464.859,0,.0040951362,PADANG TIJI
,1992,0,0,10552.743,785.7431,.032797959,PANDRAH
,1993,0,0,10552.743,785.7431,.032797959,PANDRAH
,1994,.142857,16,10552.743,785.7431,.032797959,PANDRAH
,1995,.089286,10,10552.743,785.7431,.032797959,PANDRAH
,1996,.160714,18,10552.743,785.7431,.032797959,PANDRAH
,1997,.51785702,58,10552.743,785.7431,.032797959,PANDRAH
,1998,.44642901,50,10552.743,785.7431,.032797959,PANDRAH
,1999,.36607099,41,10552.743,785.7431,.032797959,PANDRAH
,2000,.45535699,51,10552.743,785.7431,.032797959,PANDRAH
,2001,.178571,20,10552.743,785.7431,.032797959,PANDRAH
,2002,.133929,15,10552.743,785.7431,.032797959,PANDRAH
,2003,1.017857,114,10552.743,785.7431,.032797959,PANDRAH
,2004,1.276786,143,10552.743,785.7431,.032797959,PANDRAH
,2005,1.214286,136,10552.743,785.7431,.032797959,PANDRAH
,2006,1.196429,134,10552.743,785.7431,.032797959,PANDRAH
,2007,.96428603,108,10552.743,785.7431,.032797959,PANDRAH
,2008,1.107143,124,10552.743,785.7431,.032797959,PANDRAH
,2009,.74107099,83,10552.743,785.7431,.032797959,PANDRAH
,2010,1.919643,215,10552.743,785.7431,.032797959,PANDRAH
,2011,1.598214,179,10552.743,785.7431,.032797959,PANDRAH
,2012,1.973214,221,10552.743,785.7431,.032797959,PANDRAH
,1992,0,0,13348.771,1288.8163,.050037384,PANGA
,1993,0,0,13348.771,1288.8163,.050037384,PANGA
,1994,0,0,13348.771,1288.8163,.050037384,PANGA
,1995,0,0,13348.771,1288.8163,.050037384,PANGA
,1996,0,0,13348.771,1288.8163,.050037384,PANGA
,1997,0,0,13348.771,1288.8163,.050037384,PANGA
,1998,0,0,13348.771,1288.8163,.050037384,PANGA
,1999,0,0,13348.771,1288.8163,.050037384,PANGA
,2000,0,0,13348.771,1288.8163,.050037384,PANGA
,2001,0,0,13348.771,1288.8163,.050037384,PANGA
,2002,0,0,13348.771,1288.8163,.050037384,PANGA
,2003,0,0,13348.771,1288.8163,.050037384,PANGA
,2004,0,0,13348.771,1288.8163,.050037384,PANGA
,2005,0,0,13348.771,1288.8163,.050037384,PANGA
,2006,0,0,13348.771,1288.8163,.050037384,PANGA
,2007,0,0,13348.771,1288.8163,.050037384,PANGA
,2008,0,0,13348.771,1288.8163,.050037384,PANGA
,2009,.015936,8,13348.771,1288.8163,.050037384,PANGA
,2010,0,0,13348.771,1288.8163,.050037384,PANGA
,2011,.059760999,30,13348.771,1288.8163,.050037384,PANGA
